job_code,name
495,CRA(임상연구원)
586,흉부외과
622,혈액원
496,CRC(연구간호사)
497,CRM(임상연구전문가)
498,QPS간호사
499,안경사
500,간호조무사
2217,반도체
799,대기측정분석사
812,고분자
800,로봇엔지니어
813,광학설계
801,연구원
814,기술연구
815,기후변화
802,인증심사원
816,농업
803,임상DM
804,임상PM
817,도료/페인트
805,임상STAT
818,동물실험
806,환경측정분석사
819,로봇설계
807,CRA(임상연구원)
820,메뉴개발
808,CRC(연구간호사)
821,무인항공기/드론
809,CRM(임상연구전문가)
822,미생물
810,R&D
823,바이러스
824,분자진단
811,R&D기획
825,생명과학
826,세포배양
827,세포실험
828,수질분석
829,시료분석
830,시료채취
831,식품연구
832,신소재
833,신재생에너지
834,실험보조
835,알고리즘개발
836,원자력
837,유기합성
838,유전자
839,유해화학물질
840,의료기기연구
841,의약외품연구
842,이미지프로세싱
843,이화학시험
844,임상개발
845,임상시험
846,자율주행
847,전자파
848,정책연구
849,제약/바이오
850,제제연구
851,제형연구
852,줄기세포
853,토양환경
854,학술연구
855,환경오염
856,AI(인공지능)
857,FT-IR분석
2240,국어
1798,공부방교사
1834,교구수업
1855,간호학원
1884,게임개발
1799,과외
1835,기업교육
1856,검정고시학원
1885,경제
1800,교관
1836,동화구연
1857,고등학교
1886,공연예술
1801,교육컨설턴트
1837,미대입시
1858,공무원학원
1887,과학
1802,교직원
1838,수능강의
1859,국제학교
1888,기술가정
1803,대학강사
1839,영어교재
1860,유아놀이학원
1889,네일아트
1804,돌봄교사
1840,온라인교육
1861,대안학교
1890,논술/글쓰기
1805,바리스타강사
1841,요양보호사교육
1862,대학교
1891,농구
1806,방문교사
1842,유아교육
1863,대학원
1892,댄스
1807,보건강사
1843,이러닝
1864,도서관
1893,도덕
1808,보육교사
1844,인성교육
1865,문화센터
1894,디자인
1809,보조강사
1845,인큐베이팅
1866,미용학원
1895,만화/웹툰
1810,상담교사
1846,입시컨설팅
1867,방과후학교
1896,메이크업
1811,원어민강사
1847,진로상담
1868,보습학원
1897,메카트로닉스
1812,입학사정관
1848,체대입시
1869,복지시설
1898,미술
1813,조교
1849,쿠킹클래스
1870,상담센터
1899,발레
1814,청소년지도사
1850,학생지도
1871,속셈학원
1900,생활체육
1815,코치
1851,학습상담
1872,승무원학원
1901,세계사
1816,특수교사
1852,학습지
1873,아동센터
1902,수영
1817,파트강사
1853,학원생관리
1874,어린이집/유치원
1903,수학
1818,퍼포먼스강사
1854,LMS
1875,어학원
1904,스피치
1819,학습매니저
1876,유아영어학원
1905,애니메이션
1820,학원강사
1877,요리학원
1906,연극
1821,학원보조
1878,운전학원
1907,영어
1822,훈련교사
1879,유학원
1908,윤리
1823,CS강사
1880,입시학원
1909,물리
1824,IT강사
1881,중학교
1910,생물
1825,교수설계
1882,직업전문학교
1911,한국사
1826,교육운영
1883,초등학교
1912,사회
1827,교육컨텐츠개발
1913,음악
1828,교육컨텐츠기획
1914,일본어
1829,교재개발
1915,전산회계
1830,방과후교사
1916,정보보호교육
1831,평생교육사
1917,제2외국어
1832,직업훈련
1918,중국어
1833,컴퓨터교육
1919,지구과학
1920,지리
1921,코딩
1922,태권도
1923,피아노
1924,한국어
1925,한문
1926,화학
1927,CG
2226,작곡
1281,가수
1332,골프
1282,기술감독
1333,공연기획
1283,기자
1334,공연예술
1284,도슨트
1335,교열
1285,리포터
1336,국악
1286,방송BJ
1337,나레이션
1287,사운드엔지니어
1338,농구
1288,선수
1339,뉴미디어
1289,성우
1340,당구
1290,쇼호스트
1341,댄스
1291,스크립터
1342,레저
1292,스포츠강사
1343,레크레이션
1293,스포츠에이전트
1344,모델에이전시
1294,아나운서
1345,무대제작
1295,기상캐스터
1346,문화재
1296,에디터
1347,뮤지컬
1297,연예매니저
1348,미디어플래너
1298,영상디자이너
1349,미술관
1299,영화감독
1350,바이올린
1300,인플루언서
1351,박물관
1301,작가
1352,발레
1302,재활치료사
1353,방송송출
1303,촬영감독
1354,배구
1304,캐디
1355,배드민턴
1305,컬러리스트
1356,보정/리터칭
1306,코치
1357,보조출연
1307,큐레이터
1358,보컬레슨
1308,크리에이터
1359,복싱
1309,테크니컬라이터
1360,볼링
1310,통/번역
1361,생활체육
1311,트레이너
1362,수영
1312,패션모델
1363,순수미술
1313,포토그래퍼
1364,스토리텔링
1314,프리뷰어
1365,승마
1315,피팅모델
1366,실용음악학원
1316,해설가
1367,애니메이션
1317,AD(아트디렉터)
1368,야구
1318,AE(광고기획자)
1369,에어로빅
1319,CW(카피라이터)
1370,엔터테인먼트
1320,DJ
1371,영상자막
1321,FC(피트니스카운셀러)
1372,영상제작
1322,MC
1373,영상편집
1323,PD/AD/FD
1374,영어
1324,VJ
1375,요가
1325,영화기획
1376,원고작성
1326,영화미술
1377,음악회
1327,영화제작
1378,음원
1328,음반기획
1379,인제스트/인코딩
1329,음반유통
1380,일본어
1330,캐스팅매니저
1381,재즈
1331,방송엔지니어
1382,제2외국어
1383,조명
1384,중국어
1385,첼로
1386,촬영
1387,촬영보조
1388,축구
1389,콘서트
1390,크로스핏
1391,태권도
1392,테마파크
1393,편성
1394,포스트프로덕션
1395,피아노
1396,필라테스
1397,합창
1398,헬스
1399,A&R
1400,e-Sports
1401,VOD서비스
1402,드라마
1403,라이브커머스
1404,만화/웹툰
1405,신문
1406,영화
1407,유튜브
1408,잡지
1409,CF광고
1410,TV
1738,공제기관
1703,기업금융
1691,대출상담사
1692,보험설계사
1739,사금융권
1704,기업분석
1693,손해사정사
1740,생명보험사
1705,기업심사
1741,선물중개회사
1694,심사역
1706,담보대출
1695,애널리스트
1707,대출심사
1742,손해보험사
1696,텔러
1708,배상
1743,일반은행
1744,자산운용사
1709,배상책임
1697,펀드매니저
1745,제2금융권
1710,보험사고
1698,금융사무
1711,보험청구
1746,증권사
1699,금융상품영업
1747,투자자문사
1712,부동산투자
1700,보험상담
1748,특수은행
1713,손해보험
1701,보험상품개발
1749,저축은행
1702,보험심사
1714,손해평가
1715,신탁
1716,여신심사
1717,외환관리
1718,위험관리
1719,위험분석
1720,자산운용
1721,재무분석
1722,재물손해사정
1723,주식영업
1724,주식투자
1725,채권관리
1726,채권추심
1727,투자검토
1728,투자분석
1729,투자심사
1730,투자자문
1731,투자자산
1732,펀드
1733,환전
1734,DCM
1735,ECM
1736,NPL
1737,PF영업
1952,가족상담
1928,캠페이너
1929,도서관사서
1953,노인복지
1954,놀이치료
1930,평생교육사
1955,도서관리
1931,돌봄교사
1956,미술치료
1932,보호상담원
1933,사무국장
1957,방과후아카데미
1934,목회자
1958,방문목욕
1959,방문요양
1935,사무직
1960,사례관리
1936,사회복지사
1961,아동보육
1937,생활복지사
1962,아동복지
1938,생활지도원
1939,생활지원사
1963,음악치료
1940,심리치료사
1964,인지치료
1941,요양보호사
1965,자원봉사
1966,작업치료
1942,임기제공무원
1967,장애인복지
1943,군인·부사관
1968,청소년복지
1944,병역특례
1969,호스피스
1945,재활교사
1970,EAP상담
1946,직업상담사
1971,MARC구축
1947,청소년지도사
1948,특수교사
1949,활동지원사
1950,감각통합치료사
1951,언어치료사
